# Standard Solar Model (BP2000)
#
# astro-ph/0010346
#
# Columns in the Standard Model table (below) represent:
#
# 1)  Mass fraction in units of the solar mass
# 2)  Radius of the zone in units of one solar radius
# 3)  Temperature in units of deg (K)
# 4)  Density in units of g/cm^3
# 5)  Pressure in units of dyn/cm^2
# 6)  Luminosity fraction in units of the solar luminosity
# 7)  X(^1H): the hydrogen mass fraction
# 8)  X(^4He): the helium 4 mass fraction
# 9)  X(^3He): the helium 3 mass fraction
# 10) X(^12C): the carbon 12 mass fraction
# 11) X(^14N): the nitrogen 14 mass fraction
# 12) X(^16O): the oxygen 16 mass fraction
#
# Log L/Lsun -7.43243056E-07 Lsun 3.8515E+33 
# Log R/Rsun 2.25795820E-06  Rsun 6.9598E+10
#
# The Table begins here.
#
#
# M/Msun    R/Rsun      T         Rho        P        L/Lsun     X,       Y        He3       C12       N14       O16 
0.6597881  0.32295  6.349E+06  9.312E+00  7.934E+15  0.99945  0.70860  0.27122  1.53E-03  3.18E-03  9.41E-04  8.72E-03
0.6631454  0.32458  6.319E+06  9.142E+00  7.753E+15  0.99948  0.70871  0.27116  1.47E-03  3.18E-03  9.41E-04  8.72E-03
0.6664759  0.32621  6.289E+06  8.976E+00  7.576E+15  0.99952  0.70883  0.27111  1.42E-03  3.17E-03  9.41E-04  8.72E-03
0.6697796  0.32784  6.259E+06  8.812E+00  7.404E+15  0.99955  0.70894  0.27105  1.36E-03  3.17E-03  9.40E-04  8.72E-03
0.6730567  0.32948  6.230E+06  8.652E+00  7.235E+15  0.99958  0.70905  0.27100  1.31E-03  3.17E-03  9.40E-04  8.71E-03
0.6763073  0.33111  6.200E+06  8.494E+00  7.070E+15  0.99961  0.70915  0.27094  1.26E-03  3.17E-03  9.40E-04  8.71E-03
0.6795315  0.33274  6.171E+06  8.339E+00  6.908E+15  0.99964  0.70926  0.27089  1.21E-03  3.17E-03  9.40E-04  8.71E-03
0.6827295  0.33437  6.142E+06  8.187E+00  6.751E+15  0.99966  0.70936  0.27084  1.17E-03  3.17E-03  9.40E-04  8.71E-03
0.6859014  0.33601  6.113E+06  8.038E+00  6.597E+15  0.99969  0.70946  0.27078  1.12E-03  3.17E-03  9.40E-04  8.71E-03
0.6890473  0.33764  6.085E+06  7.891E+00  6.446E+15  0.99971  0.70956  0.27073  1.08E-03  3.17E-03  9.40E-04  8.71E-03
0.6921673  0.33928  6.057E+06  7.747E+00  6.299E+15  0.99973  0.70966  0.27068  1.04E-03  3.17E-03  9.39E-04  8.71E-03
0.6952616  0.34091  6.028E+06  7.605E+00  6.156E+15  0.99976  0.70975  0.27063  1.00E-03  3.17E-03  9.39E-04  8.70E-03
0.6983303  0.34255  6.000E+06  7.466E+00  6.015E+15  0.99978  0.70984  0.27057  9.63E-04  3.17E-03  9.39E-04  8.70E-03
0.7013736  0.34419  5.972E+06  7.330E+00  5.878E+15  0.99979  0.70993  0.27052  9.27E-04  3.17E-03  9.39E-04  8.70E-03
0.7043916  0.34583  5.945E+06  7.196E+00  5.744E+15  0.99981  0.71002  0.27047  8.92E-04  3.17E-03  9.39E-04  8.70E-03
0.7073844  0.34747  5.917E+06  7.064E+00  5.613E+15  0.99983  0.71011  0.27041  8.59E-04  3.17E-03  9.39E-04  8.70E-03
0.7103521  0.34911  5.890E+06  6.935E+00  5.485E+15  0.99984  0.71020  0.27036  8.28E-04  3.17E-03  9.39E-04  8.70E-03
0.7132949  0.35075  5.863E+06  6.808E+00  5.360E+15  0.99986  0.71028  0.27031  7.97E-04  3.17E-03  9.38E-04  8.70E-03
0.7162130  0.35240  5.836E+06  6.683E+00  5.238E+15  0.99987  0.71036  0.27026  7.68E-04  3.17E-03  9.38E-04  8.70E-03
0.7191065  0.35404  5.809E+06  6.561E+00  5.118E+15  0.99989  0.71045  0.27021  7.40E-04  3.17E-03  9.38E-04  8.69E-03
0.7219754  0.35569  5.782E+06  6.440E+00  5.002E+15  0.99990  0.71053  0.27016  7.13E-04  3.17E-03  9.38E-04  8.69E-03
0.7248201  0.35733  5.756E+06  6.322E+00  4.888E+15  0.99991  0.71060  0.27011  6.88E-04  3.17E-03  9.38E-04  8.69E-03
0.7276405  0.35898  5.729E+06  6.206E+00  4.776E+15  0.99992  0.71068  0.27006  6.63E-04  3.17E-03  9.38E-04  8.69E-03
0.7304369  0.36063  5.703E+06  6.092E+00  4.667E+15  0.99993  0.71076  0.27001  6.39E-04  3.17E-03  9.38E-04  8.69E-03
0.7332094  0.36228  5.677E+06  5.981E+00  4.561E+15  0.99994  0.71083  0.26996  6.17E-04  3.17E-03  9.38E-04  8.69E-03
0.7359582  0.36393  5.651E+06  5.871E+00  4.457E+15  0.99995  0.71091  0.26991  5.95E-04  3.16E-03  9.37E-04  8.69E-03
0.7386833  0.36559  5.625E+06  5.763E+00  4.355E+15  0.99996  0.71098  0.26986  5.74E-04  3.16E-03  9.37E-04  8.69E-03
0.7413850  0.36724  5.600E+06  5.657E+00  4.256E+15  0.99997  0.71105  0.26981  5.54E-04  3.16E-03  9.37E-04  8.69E-03
0.7440633  0.36890  5.574E+06  5.553E+00  4.159E+15  0.99997  0.71112  0.26976  5.35E-04  3.16E-03  9.37E-04  8.68E-03
0.7467184  0.37055  5.549E+06  5.451E+00  4.064E+15  0.99998  0.71119  0.26971  5.17E-04  3.16E-03  9.37E-04  8.68E-03
0.7493506  0.37221  5.524E+06  5.351E+00  3.971E+15  0.99999  0.71126  0.26966  5.00E-04  3.16E-03  9.37E-04  8.68E-03
0.7519598  0.37387  5.499E+06  5.252E+00  3.881E+15  0.99999  0.71133  0.26961  4.83E-04  3.16E-03  9.37E-04  8.68E-03
0.7545463  0.37554  5.474E+06  5.156E+00  3.792E+15  1.00000  0.71139  0.26957  4.67E-04  3.16E-03  9.37E-04  8.68E-03
0.7571102  0.37720  5.449E+06  5.061E+00  3.706E+15  1.00001  0.71146  0.26952  4.51E-04  3.16E-03  9.37E-04  8.68E-03
0.7596516  0.37887  5.425E+06  4.968E+00  3.621E+15  1.00001  0.71153  0.26947  4.36E-04  3.16E-03  9.36E-04  8.68E-03
0.7621708  0.38053  5.400E+06  4.876E+00  3.539E+15  1.00002  0.71159  0.26942  4.22E-04  3.16E-03  9.36E-04  8.68E-03
0.7646678  0.38220  5.376E+06  4.786E+00  3.458E+15  1.00002  0.71165  0.26938  4.09E-04  3.16E-03  9.36E-04  8.68E-03
0.7671428  0.38387  5.352E+06  4.698E+00  3.379E+15  1.00002  0.71172  0.26933  3.96E-04  3.16E-03  9.36E-04  8.67E-03
0.7695960  0.38554  5.328E+06  4.612E+00  3.302E+15  1.00003  0.71178  0.26928  3.83E-04  3.16E-03  9.36E-04  8.67E-03
0.7720274  0.38722  5.304E+06  4.527E+00  3.227E+15  1.00003  0.71184  0.26923  3.71E-04  3.16E-03  9.36E-04  8.67E-03
0.7744373  0.38889  5.280E+06  4.443E+00  3.153E+15  1.00004  0.71190  0.26919  3.60E-04  3.16E-03  9.36E-04  8.67E-03
0.7768257  0.39057  5.256E+06  4.361E+00  3.081E+15  1.00004  0.71196  0.26914  3.49E-04  3.16E-03  9.36E-04  8.67E-03
0.7791929  0.39225  5.233E+06  4.281E+00  3.011E+15  1.00004  0.71202  0.26909  3.38E-04  3.16E-03  9.36E-04  8.67E-03
0.7815390  0.39393  5.209E+06  4.202E+00  2.942E+15  1.00004  0.71208  0.26905  3.28E-04  3.16E-03  9.35E-04  8.67E-03
0.7838640  0.39561  5.186E+06  4.125E+00  2.875E+15  1.00005  0.71214  0.26900  3.18E-04  3.16E-03  9.35E-04  8.67E-03
0.7861683  0.39730  5.163E+06  4.048E+00  2.810E+15  1.00005  0.71220  0.26895  3.09E-04  3.16E-03  9.35E-04  8.67E-03
0.7884518  0.39898  5.140E+06  3.974E+00  2.746E+15  1.00005  0.71226  0.26890  3.00E-04  3.16E-03  9.35E-04  8.67E-03
0.7907148  0.40067  5.117E+06  3.900E+00  2.683E+15  1.00005  0.71231  0.26886  2.92E-04  3.16E-03  9.35E-04  8.66E-03
0.7929574  0.40236  5.094E+06  3.828E+00  2.622E+15  1.00005  0.71237  0.26881  2.84E-04  3.16E-03  9.35E-04  8.66E-03
0.7951798  0.40405  5.072E+06  3.758E+00  2.562E+15  1.00006  0.71243  0.26876  2.76E-04  3.16E-03  9.35E-04  8.66E-03
0.7973820  0.40575  5.049E+06  3.688E+00  2.504E+15  1.00006  0.71248  0.26872  2.68E-04  3.15E-03  9.35E-04  8.66E-03
0.7995643  0.40744  5.027E+06  3.620E+00  2.447E+15  1.00006  0.71254  0.26867  2.61E-04  3.15E-03  9.34E-04  8.66E-03
0.8017267  0.40914  5.004E+06  3.553E+00  2.391E+15  1.00006  0.71260  0.26862  2.54E-04  3.15E-03  9.34E-04  8.66E-03
0.8038695  0.41084  4.982E+06  3.488E+00  2.336E+15  1.00006  0.71265  0.26858  2.48E-04  3.15E-03  9.34E-04  8.66E-03
0.8059927  0.41254  4.960E+06  3.423E+00  2.283E+15  1.00006  0.71271  0.26853  2.41E-04  3.15E-03  9.34E-04  8.66E-03
0.8080966  0.41425  4.938E+06  3.360E+00  2.231E+15  1.00006  0.71276  0.26848  2.35E-04  3.15E-03  9.34E-04  8.65E-03
0.8101812  0.41595  4.916E+06  3.298E+00  2.180E+15  1.00006  0.71281  0.26844  2.30E-04  3.15E-03  9.34E-04  8.65E-03
0.8122466  0.41766  4.894E+06  3.237E+00  2.130E+15  1.00006  0.71287  0.26839  2.24E-04  3.15E-03  9.34E-04  8.65E-03
0.8142931  0.41937  4.873E+06  3.177E+00  2.082E+15  1.00007  0.71292  0.26835  2.19E-04  3.15E-03  9.34E-04  8.65E-03
0.8163208  0.42109  4.851E+06  3.118E+00  2.034E+15  1.00007  0.71297  0.26830  2.14E-04  3.15E-03  9.33E-04  8.65E-03
0.8183298  0.42280  4.830E+06  3.060E+00  1.988E+15  1.00007  0.71303  0.26826  2.09E-04  3.15E-03  9.33E-04  8.65E-03
0.8203202  0.42452  4.809E+06  3.004E+00  1.943E+15  1.00007  0.71308  0.26821  2.04E-04  3.15E-03  9.33E-04  8.65E-03
0.8222923  0.42624  4.787E+06  2.948E+00  1.898E+15  1.00007  0.71313  0.26817  2.00E-04  3.15E-03  9.33E-04  8.65E-03
0.8242460  0.42796  4.766E+06  2.894E+00  1.855E+15  1.00007  0.71318  0.26812  1.95E-04  3.15E-03  9.33E-04  8.65E-03
0.8261816  0.42968  4.745E+06  2.840E+00  1.813E+15  1.00007  0.71323  0.26808  1.91E-04  3.15E-03  9.33E-04  8.65E-03
0.8280993  0.43141  4.724E+06  2.788E+00  1.771E+15  1.00007  0.71328  0.26803  1.87E-04  3.15E-03  9.33E-04  8.64E-03
0.8299990  0.43314  4.703E+06  2.736E+00  1.731E+15  1.00007  0.71333  0.26799  1.84E-04  3.15E-03  9.33E-04  8.64E-03
0.8318811  0.43487  4.683E+06  2.685E+00  1.692E+15  1.00007  0.71338  0.26794  1.80E-04  3.15E-03  9.33E-04  8.64E-03
0.8337455  0.43660  4.662E+06  2.636E+00  1.653E+15  1.00007  0.71343  0.26790  1.77E-04  3.15E-03  9.33E-04  8.64E-03
0.8355925  0.43834  4.642E+06  2.587E+00  1.615E+15  1.00007  0.71348  0.26785  1.73E-04  3.15E-03  9.32E-04  8.64E-03
0.8374222  0.44008  4.621E+06  2.539E+00  1.578E+15  1.00007  0.71353  0.26781  1.70E-04  3.15E-03  9.32E-04  8.64E-03
0.8392347  0.44182  4.601E+06  2.492E+00  1.542E+15  1.00007  0.71358  0.26776  1.67E-04  3.15E-03  9.32E-04  8.64E-03
0.8410301  0.44356  4.581E+06  2.446E+00  1.507E+15  1.00007  0.71363  0.26772  1.64E-04  3.15E-03  9.32E-04  8.64E-03
0.8428087  0.44530  4.560E+06  2.400E+00  1.473E+15  1.00007  0.71368  0.26767  1.61E-04  3.15E-03  9.32E-04  8.64E-03
0.8445704  0.44705  4.540E+06  2.356E+00  1.439E+15  1.00007  0.71373  0.26763  1.59E-04  3.15E-03  9.32E-04  8.64E-03
0.8463155  0.44880  4.520E+06  2.312E+00  1.407E+15  1.00007  0.71378  0.26759  1.56E-04  3.15E-03  9.32E-04  8.64E-03
0.8480440  0.45055  4.501E+06  2.270E+00  1.374E+15  1.00007  0.71383  0.26754  1.54E-04  3.15E-03  9.32E-04  8.64E-03
0.8497562  0.45231  4.481E+06  2.227E+00  1.343E+15  1.00007  0.71388  0.26750  1.51E-04  3.15E-03  9.32E-04  8.63E-03
0.8514521  0.45406  4.461E+06  2.186E+00  1.312E+15  1.00006  0.71392  0.26745  1.49E-04  3.14E-03  9.32E-04  8.63E-03
0.8531318  0.45582  4.442E+06  2.146E+00  1.283E+15  1.00006  0.71397  0.26741  1.47E-04  3.14E-03  9.32E-04  8.63E-03
0.8547956  0.45758  4.422E+06  2.106E+00  1.253E+15  1.00006  0.71402  0.26736  1.45E-04  3.14E-03  9.31E-04  8.63E-03
0.8564435  0.45935  4.403E+06  2.067E+00  1.225E+15  1.00006  0.71407  0.26732  1.43E-04  3.14E-03  9.31E-04  8.63E-03
0.8580756  0.46112  4.383E+06  2.029E+00  1.197E+15  1.00006  0.71412  0.26728  1.41E-04  3.14E-03  9.31E-04  8.63E-03
0.8596920  0.46289  4.364E+06  1.991E+00  1.170E+15  1.00006  0.71416  0.26723  1.39E-04  3.14E-03  9.31E-04  8.63E-03
0.8612930  0.46466  4.345E+06  1.954E+00  1.143E+15  1.00006  0.71421  0.26719  1.38E-04  3.14E-03  9.31E-04  8.63E-03
0.8628786  0.46643  4.326E+06  1.918E+00  1.117E+15  1.00006  0.71426  0.26714  1.36E-04  3.14E-03  9.31E-04  8.63E-03
0.8644490  0.46821  4.307E+06  1.882E+00  1.091E+15  1.00006  0.71431  0.26710  1.34E-04  3.14E-03  9.31E-04  8.63E-03
0.8660042  0.46999  4.288E+06  1.848E+00  1.066E+15  1.00006  0.71435  0.26706  1.33E-04  3.14E-03  9.31E-04  8.63E-03
0.8675444  0.47177  4.269E+06  1.813E+00  1.042E+15  1.00006  0.71440  0.26701  1.31E-04  3.14E-03  9.31E-04  8.62E-03
0.8690697  0.47355  4.250E+06  1.780E+00  1.018E+15  1.00006  0.71445  0.26697  1.30E-04  3.14E-03  9.31E-04  8.62E-03
0.8705802  0.47534  4.232E+06  1.747E+00  9.952E+14  1.00006  0.71450  0.26693  1.29E-04  3.14E-03  9.31E-04  8.62E-03
0.8720761  0.47713  4.213E+06  1.714E+00  9.725E+14  1.00006  0.71454  0.26688  1.28E-04  3.14E-03  9.30E-04  8.62E-03
0.8735575  0.47892  4.195E+06  1.683E+00  9.503E+14  1.00006  0.71459  0.26684  1.26E-04  3.14E-03  9.30E-04  8.62E-03
0.8750244  0.48072  4.176E+06  1.651E+00  9.287E+14  1.00006  0.71464  0.26679  1.25E-04  3.14E-03  9.30E-04  8.62E-03
0.8764771  0.48251  4.158E+06  1.621E+00  9.075E+14  1.00006  0.71468  0.26675  1.24E-04  3.14E-03  9.30E-04  8.62E-03
0.8779156  0.48431  4.140E+06  1.591E+00  8.868E+14  1.00006  0.71473  0.26671  1.23E-04  3.14E-03  9.30E-04  8.62E-03
0.8793400  0.48612  4.121E+06  1.561E+00  8.666E+14  1.00006  0.71478  0.26666  1.22E-04  3.14E-03  9.30E-04  8.62E-03
0.8807505  0.48792  4.103E+06  1.532E+00  8.468E+14  1.00005  0.71482  0.26662  1.21E-04  3.14E-03  9.30E-04  8.62E-03
0.8821472  0.48973  4.085E+06  1.504E+00  8.275E+14  1.00005  0.71487  0.26657  1.20E-04  3.14E-03  9.30E-04  8.62E-03
0.8835301  0.49154  4.067E+06  1.476E+00  8.087E+14  1.00005  0.71491  0.26653  1.19E-04  3.14E-03  9.30E-04  8.61E-03
0.8848995  0.49335  4.049E+06  1.449E+00  7.902E+14  1.00005  0.71496  0.26649  1.18E-04  3.14E-03  9.30E-04  8.61E-03
0.8862554  0.49517  4.031E+06  1.422E+00  7.722E+14  1.00005  0.71501  0.26644  1.17E-04  3.14E-03  9.29E-04  8.61E-03
0.8875979  0.49699  4.014E+06  1.396E+00  7.546E+14  1.00005  0.71505  0.26640  1.17E-04  3.14E-03  9.29E-04  8.61E-03
0.8889271  0.49881  3.996E+06  1.370E+00  7.374E+14  1.00005  0.71510  0.26636  1.16E-04  3.14E-03  9.29E-04  8.61E-03
0.8902432  0.50063  3.978E+06  1.345E+00  7.206E+14  1.00005  0.71515  0.26631  1.15E-04  3.14E-03  9.29E-04  8.61E-03
0.8915462  0.50246  3.961E+06  1.320E+00  7.042E+14  1.00005  0.71519  0.26627  1.15E-04  3.14E-03  9.29E-04  8.61E-03
0.8928363  0.50428  3.943E+06  1.295E+00  6.881E+14  1.00005  0.71524  0.26622  1.14E-04  3.14E-03  9.29E-04  8.61E-03
0.8941136  0.50611  3.926E+06  1.271E+00  6.724E+14  1.00005  0.71528  0.26618  1.13E-04  3.14E-03  9.29E-04  8.61E-03
0.8953782  0.50795  3.908E+06  1.248E+00  6.571E+14  1.00005  0.71533  0.26614  1.13E-04  3.14E-03  9.29E-04  8.61E-03
0.8966302  0.50978  3.891E+06  1.225E+00  6.421E+14  1.00005  0.71538  0.26609  1.12E-04  3.14E-03  9.29E-04  8.61E-03
0.8978697  0.51162  3.874E+06  1.202E+00  6.275E+14  1.00005  0.71542  0.26605  1.12E-04  3.14E-03  9.29E-04  8.61E-03
0.8990967  0.51346  3.857E+06  1.180E+00  6.132E+14  1.00005  0.71547  0.26600  1.11E-04  3.14E-03  9.29E-04  8.61E-03
0.9003115  0.51531  3.840E+06  1.158E+00  5.992E+14  1.00005  0.71552  0.26596  1.11E-04  3.14E-03  9.29E-04  8.61E-03
0.9015141  0.51716  3.822E+06  1.137E+00  5.855E+14  1.00004  0.71556  0.26591  1.10E-04  3.14E-03  9.29E-04  8.60E-03
0.9027046  0.51900  3.805E+06  1.116E+00  5.722E+14  1.00004  0.71561  0.26587  1.10E-04  3.14E-03  9.28E-04  8.60E-03
0.9038831  0.52086  3.789E+06  1.095E+00  5.591E+14  1.00004  0.71566  0.26582  1.09E-04  3.13E-03  9.28E-04  8.60E-03
0.9050498  0.52271  3.772E+06  1.075E+00  5.464E+14  1.00004  0.71570  0.26578  1.09E-04  3.13E-03  9.28E-04  8.60E-03
0.9062047  0.52457  3.755E+06  1.055E+00  5.339E+14  1.00004  0.71575  0.26574  1.08E-04  3.13E-03  9.28E-04  8.60E-03
0.9073479  0.52643  3.738E+06  1.036E+00  5.218E+14  1.00004  0.71580  0.26569  1.08E-04  3.13E-03  9.28E-04  8.60E-03
0.9084795  0.52829  3.721E+06  1.016E+00  5.099E+14  1.00004  0.71584  0.26565  1.08E-04  3.13E-03  9.28E-04  8.60E-03
0.9095997  0.53015  3.705E+06  9.977E-01  4.982E+14  1.00004  0.71589  0.26560  1.07E-04  3.13E-03  9.28E-04  8.60E-03
0.9107084  0.53202  3.688E+06  9.793E-01  4.869E+14  1.00004  0.71593  0.26556  1.07E-04  3.13E-03  9.28E-04  8.60E-03
0.9118059  0.53389  3.672E+06  9.613E-01  4.758E+14  1.00004  0.71598  0.26552  1.07E-04  3.13E-03  9.28E-04  8.60E-03
0.9128922  0.53576  3.655E+06  9.436E-01  4.649E+14  1.00004  0.71603  0.26547  1.06E-04  3.13E-03  9.28E-04  8.60E-03
0.9139674  0.53764  3.639E+06  9.262E-01  4.543E+14  1.00004  0.71607  0.26543  1.06E-04  3.13E-03  9.28E-04  8.60E-03
0.9150317  0.53952  3.622E+06  9.091E-01  4.440E+14  1.00004  0.71612  0.26538  1.06E-04  3.13E-03  9.28E-04  8.60E-03
0.9160850  0.54139  3.606E+06  8.924E-01  4.339E+14  1.00004  0.71616  0.26534  1.06E-04  3.13E-03  9.28E-04  8.60E-03
0.9171275  0.54328  3.590E+06  8.760E-01  4.240E+14  1.00004  0.71621  0.26530  1.05E-04  3.13E-03  9.28E-04  8.60E-03
0.9181593  0.54516  3.573E+06  8.598E-01  4.143E+14  1.00004  0.71625  0.26525  1.05E-04  3.13E-03  9.28E-04  8.60E-03
0.9191805  0.54705  3.557E+06  8.440E-01  4.049E+14  1.00004  0.71630  0.26521  1.05E-04  3.13E-03  9.27E-04  8.60E-03
0.9201912  0.54894  3.541E+06  8.285E-01  3.956E+14  1.00004  0.71634  0.26517  1.05E-04  3.13E-03  9.27E-04  8.59E-03
0.9211915  0.55083  3.525E+06  8.133E-01  3.866E+14  1.00003  0.71638  0.26512  1.04E-04  3.13E-03  9.27E-04  8.59E-03
0.9221814  0.55273  3.509E+06  7.983E-01  3.778E+14  1.00003  0.71643  0.26508  1.04E-04  3.13E-03  9.27E-04  8.59E-03
0.9231610  0.55462  3.493E+06  7.837E-01  3.692E+14  1.00003  0.71647  0.26504  1.04E-04  3.13E-03  9.27E-04  8.59E-03
0.9241305  0.55652  3.477E+06  7.693E-01  3.608E+14  1.00003  0.71652  0.26500  1.04E-04  3.13E-03  9.27E-04  8.59E-03
0.9250899  0.55842  3.461E+06  7.552E-01  3.526E+14  1.00003  0.71656  0.26495  1.04E-04  3.13E-03  9.27E-04  8.59E-03
0.9260393  0.56033  3.445E+06  7.413E-01  3.445E+14  1.00003  0.71660  0.26491  1.03E-04  3.13E-03  9.27E-04  8.59E-03
0.9269789  0.56223  3.429E+06  7.278E-01  3.367E+14  1.00003  0.71664  0.26487  1.03E-04  3.13E-03  9.27E-04  8.59E-03
0.9279086  0.56414  3.414E+06  7.144E-01  3.290E+14  1.00003  0.71669  0.26483  1.03E-04  3.13E-03  9.27E-04  8.59E-03
0.9288285  0.56605  3.398E+06  7.014E-01  3.215E+14  1.00003  0.71673  0.26479  1.03E-04  3.13E-03  9.27E-04  8.59E-03
0.9297389  0.56797  3.382E+06  6.885E-01  3.142E+14  1.00003  0.71677  0.26475  1.03E-04  3.13E-03  9.27E-04  8.59E-03
0.9306397  0.56988  3.367E+06  6.759E-01  3.070E+14  1.00003  0.71681  0.26471  1.03E-04  3.13E-03  9.27E-04  8.59E-03
0.9315310  0.57180  3.351E+06  6.636E-01  3.000E+14  1.00003  0.71685  0.26467  1.02E-04  3.13E-03  9.27E-04  8.59E-03
0.9324129  0.57372  3.335E+06  6.515E-01  2.932E+14  1.00003  0.71689  0.26463  1.02E-04  3.13E-03  9.27E-04  8.59E-03
0.9332855  0.57564  3.320E+06  6.396E-01  2.865E+14  1.00003  0.71693  0.26459  1.02E-04  3.13E-03  9.27E-04  8.59E-03
0.9341489  0.57757  3.304E+06  6.279E-01  2.800E+14  1.00003  0.71697  0.26455  1.02E-04  3.13E-03  9.27E-04  8.59E-03
0.9350032  0.57949  3.289E+06  6.165E-01  2.736E+14  1.00003  0.71700  0.26451  1.02E-04  3.13E-03  9.27E-04  8.59E-03
0.9358483  0.58142  3.273E+06  6.052E-01  2.673E+14  1.00003  0.71704  0.26448  1.02E-04  3.13E-03  9.27E-04  8.59E-03
0.9366845  0.58335  3.258E+06  5.942E-01  2.612E+14  1.00003  0.71708  0.26444  1.02E-04  3.13E-03  9.27E-04  8.59E-03
0.9375118  0.58528  3.242E+06  5.834E-01  2.553E+14  1.00003  0.71711  0.26441  1.02E-04  3.13E-03  9.27E-04  8.59E-03
0.9383303  0.58722  3.227E+06  5.728E-01  2.495E+14  1.00003  0.71714  0.26437  1.02E-04  3.13E-03  9.27E-04  8.59E-03
0.9391400  0.58915  3.212E+06  5.624E-01  2.438E+14  1.00002  0.71718  0.26434  1.02E-04  3.13E-03  9.27E-04  8.59E-03
0.9399411  0.59109  3.196E+06  5.522E-01  2.382E+14  1.00002  0.71721  0.26431  1.02E-04  3.13E-03  9.27E-04  8.59E-03
0.9407335  0.59303  3.181E+06  5.422E-01  2.328E+14  1.00002  0.71724  0.26428  1.01E-04  3.13E-03  9.27E-04  8.59E-03
0.9415174  0.59497  3.166E+06  5.324E-01  2.275E+14  1.00002  0.71727  0.26425  1.01E-04  3.13E-03  9.27E-04  8.59E-03
0.9422929  0.59692  3.151E+06  5.227E-01  2.223E+14  1.00002  0.71730  0.26422  1.01E-04  3.13E-03  9.27E-04  8.59E-03
0.9430600  0.59886  3.135E+06  5.133E-01  2.172E+14  1.00002  0.71733  0.26419  1.00E-04  3.13E-03  9.27E-04  8.59E-03
0.9438189  0.60081  3.120E+06  5.040E-01  2.123E+14  1.00002  0.71735  0.26416  1.00E-04  3.13E-03  9.27E-04  8.59E-03
0.9445695  0.60276  3.105E+06  4.949E-01  2.074E+14  1.00002  0.71738  0.26413  1.00E-04  3.13E-03  9.27E-04  8.59E-03
0.9453119  0.60471  3.090E+06  4.860E-01  2.027E+14  1.00002  0.71740  0.26411  1.00E-04  3.13E-03  9.28E-04  8.60E-03
0.9460463  0.60666  3.075E+06  4.773E-01  1.981E+14  1.00002  0.71743  0.26408  1.00E-04  3.13E-03  9.28E-04  8.60E-03
0.9467727  0.60861  3.060E+06  4.687E-01  1.936E+14  1.00002  0.71745  0.26405  1.00E-04  3.13E-03  9.28E-04  8.60E-03
0.9474911  0.61057  3.045E+06  4.603E-01  1.892E+14  1.00002  0.71747  0.26403  1.00E-04  3.13E-03  9.28E-04  8.60E-03
0.9482017  0.61252  3.029E+06  4.520E-01  1.849E+14  1.00002  0.71750  0.26400  1.00E-04  3.13E-03  9.28E-04  8.60E-03
0.9489045  0.61448  3.014E+06  4.439E-01  1.806E+14  1.00002  0.71752  0.26397  1.00E-04  3.13E-03  9.28E-04  8.60E-03
0.9495996  0.61644  2.999E+06  4.360E-01  1.765E+14  1.00002  0.71754  0.26395  1.00E-04  3.13E-03  9.28E-04  8.60E-03
0.9502870  0.61840  2.984E+06  4.282E-01  1.725E+14  1.00002  0.71757  0.26392  1.00E-04  3.14E-03  9.29E-04  8.60E-03
0.9509668  0.62036  2.969E+06  4.205E-01  1.686E+14  1.00002  0.71760  0.26389  1.00E-04  3.14E-03  9.29E-04  8.61E-03
0.9516391  0.62232  2.954E+06  4.130E-01  1.647E+14  1.00002  0.71762  0.26385  1.00E-04  3.14E-03  9.29E-04  8.61E-03
0.9523039  0.62428  2.939E+06  4.057E-01  1.610E+14  1.00002  0.71765  0.26382  1.00E-04  3.14E-03  9.29E-04  8.61E-03
0.9529614  0.62625  2.924E+06  3.985E-01  1.573E+14  1.00002  0.71769  0.26378  1.00E-04  3.14E-03  9.30E-04  8.61E-03
0.9536115  0.62821  2.909E+06  3.914E-01  1.537E+14  1.00002  0.71772  0.26373  1.00E-04  3.14E-03  9.30E-04  8.62E-03
0.9542544  0.63018  2.894E+06  3.844E-01  1.502E+14  1.00002  0.71777  0.26368  1.00E-04  3.14E-03  9.30E-04  8.62E-03
0.9548901  0.63214  2.879E+06  3.776E-01  1.468E+14  1.00002  0.71781  0.26363  1.00E-04  3.14E-03  9.31E-04  8.63E-03
0.9555187  0.63411  2.863E+06  3.710E-01  1.434E+14  1.00002  0.71787  0.26356  1.00E-04  3.14E-03  9.31E-04  8.63E-03
0.9561402  0.63608  2.848E+06  3.644E-01  1.402E+14  1.00002  0.71793  0.26349  1.00E-04  3.15E-03  9.32E-04  8.64E-03
0.9567546  0.63805  2.833E+06  3.580E-01  1.370E+14  1.00002  0.71800  0.26341  1.00E-04  3.15E-03  9.32E-04  8.64E-03
0.9573622  0.64001  2.818E+06  3.517E-01  1.339E+14  1.00002  0.71808  0.26332  1.00E-04  3.15E-03  9.33E-04  8.65E-03
0.9579629  0.64198  2.803E+06  3.455E-01  1.308E+14  1.00002  0.71818  0.26321  1.00E-04  3.15E-03  9.34E-04  8.65E-03
0.9585567  0.64395  2.788E+06  3.395E-01  1.278E+14  1.00002  0.71828  0.26309  1.00E-04  3.15E-03  9.34E-04  8.66E-03
