# Standard Solar Model (BP2000)
#
# astro-ph/0010346
#
# Columns in the Standard Model table (below) represent:
#
# 1)  Mass fraction in units of the solar mass
# 2)  Radius of the zone in units of one solar radius
# 3)  Temperature in units of deg (K)
# 4)  Density in units of g/cm^3
# 5)  Pressure in units of dyn/cm^2
# 6)  Luminosity fraction in units of the solar luminosity
# 7)  X(^1H): the hydrogen mass fraction
# 8)  X(^4He): the helium 4 mass fraction
# 9)  X(^3He): the helium 3 mass fraction
# 10) X(^12C): the carbon 12 mass fraction
# 11) X(^14N): the nitrogen 14 mass fraction
# 12) X(^16O): the oxygen 16 mass fraction
#
# Log L/Lsun -7.43243056E-07 Lsun 3.8515E+33 
# Log R/Rsun 2.25795820E-06  Rsun 6.9598E+10
#
# The Table begins here.
#
#
# M/Msun    R/Rsun      T         Rho        P        L/Lsun     X,       Y        He3       C12       N14       O16 
0.9948059  0.84676  9.847E+05  5.587E-02  7.492E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9949046  0.84792  9.758E+05  5.510E-02  7.321E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9950016  0.84908  9.669E+05  5.435E-02  7.154E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9950969  0.85023  9.581E+05  5.360E-02  6.992E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9951905  0.85137  9.494E+05  5.286E-02  6.832E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9952825  0.85250  9.408E+05  5.214E-02  6.677E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9953728  0.85363  9.323E+05  5.142E-02  6.525E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9954616  0.85474  9.238E+05  5.071E-02  6.376E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9955488  0.85586  9.154E+05  5.002E-02  6.231E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9956344  0.85696  9.071E+05  4.933E-02  6.089E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9957185  0.85805  8.989E+05  4.865E-02  5.950E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9958011  0.85914  8.907E+05  4.799E-02  5.815E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9958822  0.86022  8.826E+05  4.733E-02  5.682E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9959618  0.86130  8.746E+05  4.668E-02  5.553E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9960401  0.86237  8.667E+05  4.604E-02  5.427E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9961169  0.86343  8.588E+05  4.541E-02  5.303E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9961923  0.86448  8.510E+05  4.478E-02  5.182E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9962664  0.86552  8.433E+05  4.417E-02  5.064E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9963391  0.86656  8.356E+05  4.356E-02  4.949E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9964105  0.86759  8.281E+05  4.297E-02  4.836E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9964806  0.86861  8.205E+05  4.238E-02  4.726E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9965494  0.86963  8.131E+05  4.180E-02  4.618E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9966170  0.87064  8.057E+05  4.122E-02  4.513E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9966833  0.87164  7.984E+05  4.066E-02  4.410E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9967484  0.87264  7.912E+05  4.010E-02  4.310E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9968123  0.87363  7.840E+05  3.955E-02  4.212E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9968750  0.87461  7.769E+05  3.901E-02  4.116E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9969366  0.87558  7.698E+05  3.847E-02  4.022E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9969970  0.87655  7.629E+05  3.795E-02  3.931E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9970564  0.87751  7.559E+05  3.742E-02  3.841E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9971146  0.87846  7.491E+05  3.691E-02  3.754E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9971717  0.87941  7.423E+05  3.640E-02  3.668E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9972278  0.88035  7.356E+05  3.590E-02  3.585E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9972828  0.88129  7.289E+05  3.541E-02  3.503E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9973368  0.88221  7.223E+05  3.493E-02  3.423E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9973898  0.88313  7.157E+05  3.445E-02  3.345E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9974418  0.88405  7.092E+05  3.397E-02  3.269E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9974928  0.88496  7.028E+05  3.351E-02  3.195E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9975428  0.88586  6.964E+05  3.305E-02  3.122E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9975920  0.88675  6.901E+05  3.259E-02  3.051E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9976401  0.88764  6.839E+05  3.215E-02  2.981E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9976874  0.88852  6.777E+05  3.170E-02  2.914E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9977338  0.88940  6.715E+05  3.127E-02  2.847E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9977793  0.89026  6.654E+05  3.084E-02  2.782E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9978239  0.89113  6.594E+05  3.042E-02  2.719E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9978677  0.89198  6.534E+05  3.000E-02  2.657E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9979106  0.89283  6.475E+05  2.959E-02  2.597E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9979528  0.89368  6.417E+05  2.918E-02  2.537E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9979941  0.89451  6.358E+05  2.878E-02  2.480E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9980346  0.89534  6.301E+05  2.839E-02  2.423E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9980744  0.89617  6.244E+05  2.800E-02  2.368E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9981133  0.89699  6.187E+05  2.761E-02  2.314E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9981516  0.89780  6.131E+05  2.724E-02  2.261E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9981891  0.89861  6.076E+05  2.686E-02  2.210E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9982258  0.89941  6.021E+05  2.650E-02  2.160E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9982619  0.90020  5.966E+05  2.613E-02  2.110E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9982973  0.90099  5.912E+05  2.577E-02  2.062E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9983320  0.90178  5.859E+05  2.542E-02  2.015E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9983660  0.90255  5.806E+05  2.507E-02  1.970E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9983993  0.90332  5.753E+05  2.473E-02  1.925E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9984320  0.90409  5.701E+05  2.439E-02  1.881E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9984641  0.90485  5.650E+05  2.405E-02  1.838E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9984955  0.90560  5.598E+05  2.372E-02  1.796E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9985263  0.90635  5.548E+05  2.340E-02  1.755E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9985565  0.90709  5.498E+05  2.308E-02  1.715E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9985861  0.90783  5.448E+05  2.276E-02  1.676E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9986152  0.90856  5.399E+05  2.245E-02  1.638E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9986436  0.90929  5.350E+05  2.214E-02  1.601E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9986716  0.91001  5.302E+05  2.184E-02  1.564E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9986989  0.91072  5.254E+05  2.154E-02  1.529E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9987257  0.91143  5.206E+05  2.124E-02  1.494E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9987520  0.91214  5.159E+05  2.095E-02  1.460E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9987778  0.91283  5.112E+05  2.066E-02  1.427E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9988030  0.91353  5.066E+05  2.038E-02  1.394E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9988278  0.91421  5.020E+05  2.010E-02  1.362E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9988521  0.91490  4.975E+05  1.983E-02  1.331E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9988758  0.91557  4.930E+05  1.956E-02  1.301E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9988992  0.91625  4.886E+05  1.929E-02  1.272E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9989220  0.91691  4.842E+05  1.902E-02  1.243E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9989444  0.91757  4.798E+05  1.876E-02  1.214E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9989663  0.91823  4.755E+05  1.850E-02  1.187E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9989878  0.91888  4.712E+05  1.825E-02  1.160E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9990089  0.91953  4.669E+05  1.800E-02  1.133E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9990296  0.92017  4.627E+05  1.775E-02  1.107E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9990498  0.92080  4.585E+05  1.751E-02  1.082E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9990696  0.92143  4.544E+05  1.727E-02  1.058E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9990890  0.92206  4.503E+05  1.703E-02  1.033E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9991081  0.92268  4.462E+05  1.680E-02  1.010E+12  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9991267  0.92330  4.422E+05  1.657E-02  9.870E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9991450  0.92391  4.382E+05  1.634E-02  9.645E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9991629  0.92452  4.343E+05  1.611E-02  9.425E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9991805  0.92512  4.304E+05  1.589E-02  9.211E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9991977  0.92572  4.265E+05  1.568E-02  9.001E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9992145  0.92631  4.226E+05  1.546E-02  8.796E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9992310  0.92690  4.188E+05  1.525E-02  8.596E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9992472  0.92748  4.151E+05  1.504E-02  8.400E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9992630  0.92806  4.113E+05  1.483E-02  8.209E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9992785  0.92863  4.076E+05  1.463E-02  8.022E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9992937  0.92920  4.040E+05  1.443E-02  7.839E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9993086  0.92976  4.003E+05  1.423E-02  7.661E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9993232  0.93032  3.967E+05  1.404E-02  7.486E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9993375  0.93088  3.932E+05  1.385E-02  7.316E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9993515  0.93143  3.896E+05  1.366E-02  7.149E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9993652  0.93198  3.861E+05  1.347E-02  6.987E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9993786  0.93252  3.827E+05  1.328E-02  6.828E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9993917  0.93306  3.792E+05  1.310E-02  6.672E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9994046  0.93359  3.758E+05  1.292E-02  6.520E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9994172  0.93412  3.724E+05  1.275E-02  6.372E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9994296  0.93464  3.691E+05  1.257E-02  6.227E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9994417  0.93517  3.658E+05  1.240E-02  6.085E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9994535  0.93568  3.625E+05  1.223E-02  5.946E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9994652  0.93619  3.593E+05  1.206E-02  5.811E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9994765  0.93670  3.560E+05  1.189E-02  5.679E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9994877  0.93721  3.528E+05  1.173E-02  5.549E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9994986  0.93771  3.497E+05  1.157E-02  5.423E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9995092  0.93820  3.465E+05  1.141E-02  5.300E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9995197  0.93870  3.434E+05  1.125E-02  5.179E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9995299  0.93918  3.404E+05  1.110E-02  5.061E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9995400  0.93967  3.373E+05  1.095E-02  4.946E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9995498  0.94015  3.343E+05  1.080E-02  4.833E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9995594  0.94062  3.313E+05  1.065E-02  4.723E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9995688  0.94110  3.283E+05  1.050E-02  4.616E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9995780  0.94156  3.254E+05  1.036E-02  4.511E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9995871  0.94203  3.225E+05  1.021E-02  4.408E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9995959  0.94249  3.196E+05  1.007E-02  4.308E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9996045  0.94295  3.168E+05  9.936E-03  4.210E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9996130  0.94340  3.139E+05  9.800E-03  4.114E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9996213  0.94385  3.111E+05  9.665E-03  4.020E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9996294  0.94429  3.083E+05  9.533E-03  3.929E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9996374  0.94474  3.056E+05  9.402E-03  3.839E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9996452  0.94518  3.029E+05  9.273E-03  3.752E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9996528  0.94561  3.002E+05  9.146E-03  3.666E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9996603  0.94604  2.975E+05  9.021E-03  3.583E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9996676  0.94647  2.948E+05  8.897E-03  3.501E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9996747  0.94689  2.922E+05  8.775E-03  3.422E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9996817  0.94731  2.896E+05  8.654E-03  3.344E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9996886  0.94773  2.870E+05  8.535E-03  3.268E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9996953  0.94814  2.845E+05  8.418E-03  3.193E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9997018  0.94855  2.820E+05  8.302E-03  3.120E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9997083  0.94896  2.794E+05  8.188E-03  3.049E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
0.9997095  0.94904  2.790E+05  8.166E-03  3.036E+11  1.00000  0.73925  0.24370  1.00E-04  2.88E-03  8.54E-04  7.92E-03
